date,region_code,region_name,value,population,gdp_pc,indicator,frequency,unit,year
2015-12-31,04,Coquimbo,4910915.31,725.7059099999999,6767087.386679819,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,04,Coquimbo,4871410.78,733.6886750099997,6639615.610713367,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,04,Coquimbo,4989021.47,741.7592504351097,6725930.909622606,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,04,Coquimbo,5220000.0,749.9186021898958,6960755.4536674665,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,04,Coquimbo,5266240.68,758.1677068139846,6946010.272753631,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,04,Coquimbo,4960483.99,766.5075515889384,6471539.621125874,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,04,Coquimbo,5632322.27,774.9391346564166,7268083.412121382,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,04,Coquimbo,5811100.1,783.4634651376371,7417193.473060188,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,04,Coquimbo,5845072.96,792.081563254151,7379382.668605964,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,04,Coquimbo,5988283.32,800.7944604499467,7477928.0024431385,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,04,Coquimbo,6128519.51,809.6031995148959,7569781.73217711,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,04,Coquimbo,6339449.67,818.5088347095598,7745120.640328207,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,05,Valparaiso,11938019.33,1760.0,6782965.528409092,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,05,Valparaiso,12139910.4,1775.84,6836151.004595009,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,05,Valparaiso,12287480.37,1791.8225599999996,6857531.903158983,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,05,Valparaiso,12587823.81,1807.9489630399994,6962488.470268563,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,05,Valparaiso,12764020.12,1824.2205037073595,6996972.182945926,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,05,Valparaiso,13320000.0,1840.638488240725,7236619.295476758,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,05,Valparaiso,13537651.95,1857.2042346348917,7289263.990215578,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,05,Valparaiso,12705601.45,1873.9190727466053,6780229.538609362,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,05,Valparaiso,14164730.6,1890.7843444013247,7491457.522346342,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,05,Valparaiso,14533668.02,1907.8014035009367,7618019.35638049,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,05,Valparaiso,14479908.56,1924.9716161324448,7522141.333747195,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,05,Valparaiso,14782805.49,1942.2963606776366,7610993.764536794,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,05,Valparaiso,15196987.2,1959.7770279237347,7754447.053652979,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,05,Valparaiso,15646644.11,1977.4150211750487,7912675.86341193,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,06,OHiggins,7816843.83,880.0,8882777.079545455,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,06,OHiggins,7803991.15,887.04,8797789.445797259,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,06,OHiggins,7876123.8,894.1363200000001,8808638.70958737,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,06,OHiggins,7839872.84,901.28941056,8698507.658188103,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,06,OHiggins,8005751.75,908.4997258444799,8812057.419784464,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,06,OHiggins,8460000.0,915.767723651236,9238150.440888364,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,06,OHiggins,8493315.9,923.0938654404457,9200923.349162864,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,06,OHiggins,7895738.14,930.4786163639694,8485673.932899361,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,06,OHiggins,9034668.37,937.9224452948812,9632639.047420936,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,06,OHiggins,9319269.82,945.4258248572401,9857219.440147212,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,06,OHiggins,9340875.88,952.9892314560981,9801659.422455197,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,06,OHiggins,9710940.84,960.6131453077468,10109106.758984601,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,06,OHiggins,10046828.26,968.2980504702088,10375760.08246761,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,06,OHiggins,10388469.78,976.0444348739704,10643439.385360962,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,07,Maule,5864950.81,1000.0,5864950.81,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,07,Maule,6014173.02,1006.9999999999999,5972366.454816286,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,07,Maule,6140454.78,1014.0489999999998,6055382.708330664,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,07,Maule,6266692.51,1021.1473429999998,6136913.103636212,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,07,Maule,6406691.9,1028.2953744009994,6230400.388343683,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,07,Maule,6660000.0,1035.4934420218065,6431716.252105194,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,07,Maule,6698903.77,1042.741896115959,6424316.309675776,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,07,Maule,6303977.95,1050.0410893887706,6003553.588240579,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,07,Maule,7005617.25,1057.3913770144918,6625377.700525722,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,07,Maule,7159169.37,1064.7931166535932,6723530.851232087,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,07,Maule,7223729.33,1072.2466684701683,6737003.287038868,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,07,Maule,7444692.78,1079.7523951494595,6894814.786652549,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,07,Maule,7636802.42,1087.3106619155055,7023569.8843845725,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,07,Maule,7818852.69,1094.921836548914,7141014.480672206,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,08,Biobio,12480865.4,1610.0,7752090.310559006,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,08,Biobio,12705488.04,1619.66,7844540.23683983,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,08,Biobio,13017514.09,1629.3779599999998,7989253.819291874,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,08,Biobio,13347380.97,1639.1542277600001,8142846.319128845,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,08,Biobio,13528078.47,1648.98915312656,8203861.404636976,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,08,Biobio,14040000.0,1658.8830880453195,8463525.911608087,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,08,Biobio,14181048.66,1668.8363865735912,8497566.792102452,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,08,Biobio,13235187.46,1678.849404893033,7883487.000933996,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,08,Biobio,14756154.4,1688.922501322391,8737022.7991197,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,08,Biobio,15213857.86,1699.0560363303252,8954300.231827179,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,08,Biobio,15359736.79,1709.2503725483075,8986241.592623023,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,08,Biobio,15786812.92,1719.5058747835972,9181017.146560663,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,08,Biobio,16147360.77,1729.822910032299,9334690.08668552,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,08,Biobio,16499787.12,1740.2018474924928,9481536.376814574,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,09,Araucania,4950955.27,930.0,5323607.8172043,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,09,Araucania,5057689.78,934.6499999999999,5411319.509976998,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,09,Araucania,5206083.6,939.3232499999998,5542377.025161467,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,09,Araucania,5292182.06,944.0198662499996,5606007.086506058,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,09,Araucania,5354848.95,948.7399655812496,5644169.260561642,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,09,Araucania,5580000.0,953.4836654091557,5852224.010157037,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,09,Araucania,5592839.8,958.2510837362015,5836507.669987318,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,09,Araucania,5240034.68,963.0423391548824,5441125.968146313,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,09,Araucania,5889892.26,967.8575508506567,6085494.972708879,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,09,Araucania,6075945.45,972.6968386049098,6246494.4974165065,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,09,Araucania,6117291.72,977.5603227979343,6257712.774687224,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,09,Araucania,6269236.35,982.4481244119239,6381239.064151762,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,09,Araucania,6399797.16,987.3603650339834,6481723.782562134,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,09,Araucania,6550655.7,992.2971668591532,6601505.99919006,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,10,Los_Lagos,7089996.63,810.0,8753082.25925926,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,10,Los_Lagos,7276748.81,816.48,8912341.771996863,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,10,Los_Lagos,7426199.04,823.0118400000001,9023198.305385252,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,10,Los_Lagos,7536414.28,829.59593472,9084439.742998071,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,10,Los_Lagos,7657345.1,836.23270219776,9156954.85225011,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,10,Los_Lagos,7920000.0,842.9225638153422,9395880.879201407,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,10,Los_Lagos,7966873.95,849.6659443258648,9376477.90076018,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,10,Los_Lagos,7536804.58,856.4632718804719,8799915.685178194,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,10,Los_Lagos,8475804.18,863.3149780555157,9817742.533658395,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,10,Los_Lagos,8719948.97,870.2214978799597,10020378.70960854,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,10,Los_Lagos,8753420.9,877.1832698629993,9979010.317156564,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,10,Los_Lagos,8953223.26,884.2007360219033,10125781.279352171,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,10,Los_Lagos,9155318.93,891.2743419100785,10272167.052828373,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,10,Los_Lagos,9337400.14,898.4045366453591,10393313.656747367,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,11,Aysen,1302440.63,98.0,13290210.51020408,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,11,Aysen,1325282.9,98.68599999999999,13429289.868877044,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,11,Aysen,1350253.09,99.37680199999997,13587206.096650207,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,11,Aysen,1375970.28,100.07243961399998,13749742.53957834,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,11,Aysen,1387392.27,100.77294669129795,13767507.20855725,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,11,Aysen,1440000.0,101.47835731813703,14190217.875576822,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,11,Aysen,1461625.63,102.18870581936397,14303201.3007746,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,11,Aysen,1339709.33,102.90402676009953,13019017.546546245,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,11,Aysen,1502892.51,103.6243549474202,14503274.937272992,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,11,Aysen,1541725.06,104.34972543205213,14774596.230288144,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,11,Aysen,1544539.68,105.0801735100765,14698678.431967841,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,11,Aysen,1582492.72,105.81573472464703,14955173.95515848,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,11,Aysen,1612382.88,106.55644486771953,15131725.556362467,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,11,Aysen,1652568.13,107.30233998179357,15401044.658302866,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,12,Magallanes,2473001.26,160.0,15456257.875,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,12,Magallanes,2498822.87,161.11999999999998,15509079.381827213,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,12,Magallanes,2532422.55,162.24783999999997,15608359.10049712,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,12,Magallanes,2533691.39,163.38357487999997,15507626.099263133,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,12,Magallanes,2568449.66,164.5272599041599,15611088.773350801,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,12,Magallanes,2700000.0,165.67895072348904,16296578.341482755,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,12,Magallanes,2737229.1,166.83870337855342,16406439.540526077,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,12,Magallanes,2491439.37,168.0065743022033,14829415.934155658,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,12,Magallanes,2818910.54,169.18262032231868,16661939.238377713,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,12,Magallanes,2904677.68,170.3668986645749,17049542.503669355,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,12,Magallanes,2918539.94,171.55946695522692,17011826.813157864,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,12,Magallanes,2993511.47,172.7603832239135,17327534.323191047,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,12,Magallanes,3074105.45,173.9697059064809,17670349.179371007,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,12,Magallanes,3181602.67,175.18749384782623,18161128.97170415,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,13,Metropolitana,69645312.39,7000.0,9949330.34142857,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,13,Metropolitana,71041436.3,7070.0,10048293.677510608,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,13,Metropolitana,72128444.15,7140.7,10101032.692873249,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,13,Metropolitana,73204487.19,7212.107000000001,10150222.007244205,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,13,Metropolitana,74743084.53,7284.22807,10260947.874192523,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,13,Metropolitana,78300000.0,7357.070350700001,10642823.334229775,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,13,Metropolitana,79302624.62,7430.641054207001,10672379.952346278,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,13,Metropolitana,72628400.41,7504.947464749071,9677402.906700872,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,13,Metropolitana,82565827.16,7579.996939396561,10892593.733233487,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,13,Metropolitana,84677232.96,7655.796908790526,11060538.043109797,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,13,Metropolitana,84667751.22,7732.354877878432,10949801.523236703,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,13,Metropolitana,86862584.1,7809.678426657216,11122427.756244998,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,13,Metropolitana,89500480.82,7887.775210923788,11346733.194938248,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,13,Metropolitana,91187169.18,7966.652963033027,11446107.870284794,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
2013-12-31,14,Los_Rios,3033599.71,380.0,7983157.131578947,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2013
2014-12-31,14,Los_Rios,3070916.14,382.28000000000003,8033159.30731401,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2014
2015-12-31,14,Los_Rios,3129013.05,384.57367999999997,8136316.167034624,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2015
2016-12-31,14,Los_Rios,3204165.07,386.88112208000007,8282040.366232799,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2016
2017-12-31,14,Los_Rios,3273338.36,389.20240881248,8410375.387931151,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2017
2018-12-31,14,Los_Rios,3420000.0,391.5376232653549,8734792.767749371,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2018
2019-12-31,14,Los_Rios,3453647.83,393.886849004947,8768121.704811282,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2019
2020-12-31,14,Los_Rios,3242373.1,396.2501700989767,8182641.534740817,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2020
2021-12-31,14,Los_Rios,3626829.04,398.62767111957055,9098287.205737188,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2021
2022-12-31,14,Los_Rios,3706213.16,401.01943714628794,9241978.858615799,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2022
2023-12-31,14,Los_Rios,3724458.45,403.42555376916573,9232083.627828596,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2023
2024-12-31,14,Los_Rios,3845014.02,405.8461070917807,9474068.995148605,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2024
2025-12-31,14,Los_Rios,3913630.53,408.2811837343314,9585625.50986087,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2025
2026-12-31,14,Los_Rios,4002270.5,410.73087083673744,9744265.123891488,PIB_Real_Regional,Annual,Millones_pesos_encadenados_2018,2026
